"","Date","Season","Round","Venue","Player","Team","Opposition","Status","Match_id","CP","UP","ED","DE","CM","GA","MI5","One.Percenters","BO","CCL","SCL","SI","MG","TO","ITC","T5","TOG","K","HB","D","M","G","B","T","HO","GA1","I50","CL","CG","R50","FF","FA","AF","SC"
"118",2019-03-23,2019,"Round 1","MCG","Willem Drew","Port Adelaide","Melbourne","Away",9723,10,14,17,81,0,1,0,2,0,3,1,7,216,4,3,0,81,10,11,21,5,0,0,5,0,1,3,4,2,1,2,1,86,103
"119",2019-03-23,2019,"Round 1","MCG","Sam P-Pepper","Port Adelaide","Melbourne","Away",9723,9,11,10,50,1,0,1,1,1,1,1,10,375,8,2,1,79,12,8,20,3,0,3,2,0,0,3,2,7,1,1,4,61,52
"120",2019-03-23,2019,"Round 1","MCG","Steven Motlop","Port Adelaide","Melbourne","Away",9723,6,12,14,73.7,0,0,0,1,2,0,0,7,300,4,2,0,77,10,9,19,3,0,0,1,0,0,5,0,1,1,1,0,62,66
"121",2019-03-23,2019,"Round 1","MCG","Darcy B-Jones","Port Adelaide","Melbourne","Away",9723,7,14,14,73.7,1,0,0,4,0,0,0,3,212,5,7,0,79,11,8,19,5,0,0,2,0,0,1,0,4,1,0,1,69,76
"122",2019-03-23,2019,"Round 1","MCG","Justin Westhoff","Port Adelaide","Melbourne","Away",9723,11,10,15,83.3,1,0,5,4,0,0,0,7,286,4,6,1,85,12,6,18,9,5,0,5,0,0,3,0,4,0,1,2,120,149
"123",2019-03-23,2019,"Round 1","MCG","Riley Bonner","Port Adelaide","Melbourne","Away",9723,8,10,15,83.3,0,1,0,2,0,0,0,3,388,5,8,0,84,11,7,18,4,0,0,3,0,1,5,0,0,4,1,0,72,88
"124",2019-03-23,2019,"Round 1","MCG","Connor Rozee","Port Adelaide","Melbourne","Away",9723,6,13,14,77.8,0,0,1,2,0,0,1,7,62,3,3,0,75,6,12,18,5,0,0,5,0,0,3,1,3,0,1,3,69,67
"125",2019-03-23,2019,"Round 1","MCG","Dan Houston","Port Adelaide","Melbourne","Away",9723,6,7,15,93.8,2,0,0,1,0,1,0,3,313,1,5,0,80,10,6,16,3,0,0,4,0,0,2,1,0,4,0,0,67,91
"126",2019-03-23,2019,"Round 1","MCG","Xavier Duursma","Port Adelaide","Melbourne","Away",9723,3,13,14,87.5,0,1,1,1,0,0,0,7,212,1,2,0,77,9,7,16,5,1,1,2,0,1,1,0,1,0,0,0,71,67
"127",2019-03-23,2019,"Round 1","MCG","Tom Clurey","Port Adelaide","Melbourne","Away",9723,5,7,11,73.3,1,0,0,4,0,0,0,3,182,4,10,0,90,11,4,15,3,0,0,1,0,0,0,0,1,5,0,0,54,64
"128",2019-03-23,2019,"Round 1","MCG","Zak Butters","Port Adelaide","Melbourne","Away",9723,4,9,7,53.8,0,0,0,2,3,0,1,4,189,2,2,1,84,7,6,13,2,2,0,3,0,0,0,1,3,1,1,0,64,67
"129",2019-03-23,2019,"Round 1","MCG","Thomas Jonas","Port Adelaide","Melbourne","Away",9723,4,8,11,91.7,0,0,0,9,0,0,0,2,97,2,5,0,98,6,6,12,2,0,0,2,0,0,1,0,1,0,1,1,42,64
"130",2019-03-23,2019,"Round 1","MCG","Scott Lycett","Port Adelaide","Melbourne","Away",9723,8,3,8,80,0,1,0,4,0,0,4,4,139,0,2,1,77,3,7,10,0,0,0,1,16,1,2,4,1,2,1,0,44,69
"131",2019-03-23,2019,"Round 1","MCG","Todd Marshall","Port Adelaide","Melbourne","Away",9723,2,8,7,70,0,1,1,1,0,0,0,5,194,2,1,0,72,8,2,10,4,1,1,0,0,1,1,0,1,1,3,0,50,48
"132",2019-03-23,2019,"Round 1","MCG","Patrick Ryder","Port Adelaide","Melbourne","Away",9723,7,1,6,75,1,2,0,2,0,0,2,5,118,2,1,0,81,4,4,8,2,0,1,1,16,2,4,2,2,0,2,1,46,68
"133",2019-03-23,2019,"Round 1","Adelaide Oval","Matt Crouch","Adelaide","Hawthorn","Home",9724,17,23,31,77.5,0,0,1,0,0,0,5,8,336,7,5,0,81,16,24,40,5,1,0,4,0,0,4,5,2,1,2,1,132,138
"134",2019-03-23,2019,"Round 1","Adelaide Oval","Rory Sloane","Adelaide","Hawthorn","Home",9724,22,13,26,72.2,0,1,1,3,0,1,10,8,443,6,5,0,86,15,21,36,4,1,0,9,0,1,4,11,2,2,3,0,144,155
"135",2019-03-23,2019,"Round 1","Adelaide Oval","Rory Atkins","Adelaide","Hawthorn","Home",9724,6,26,19,61.3,0,0,0,0,1,1,0,7,626,9,3,0,88,22,9,31,7,0,1,0,0,0,10,1,7,2,0,3,97,74
"136",2019-03-23,2019,"Round 1","Adelaide Oval","Rory Laird","Adelaide","Hawthorn","Home",9724,7,22,21,72.4,0,0,0,4,0,0,0,2,549,6,8,0,88,18,11,29,5,0,0,3,0,0,4,0,4,3,0,0,103,102
"137",2019-03-23,2019,"Round 1","Adelaide Oval","Brad Crouch","Adelaide","Hawthorn","Home",9724,10,19,19,67.9,0,0,1,0,0,4,1,4,335,5,3,0,75,13,15,28,6,2,0,2,0,0,3,5,3,3,2,0,109,91
"138",2019-03-23,2019,"Round 1","Adelaide Oval","Wayne Milera","Adelaide","Hawthorn","Home",9724,8,17,22,84.6,0,0,0,4,1,0,4,2,336,4,6,0,86,13,13,26,4,0,1,2,0,0,1,4,3,5,1,0,87,82
"139",2019-03-23,2019,"Round 1","Adelaide Oval","Jake Kelly","Adelaide","Hawthorn","Home",9724,7,16,19,76,1,0,0,7,0,0,0,2,288,8,9,0,95,11,14,25,4,0,0,1,0,0,1,0,4,2,0,1,74,84
"140",2019-03-23,2019,"Round 1","Adelaide Oval","Brodie Smith","Adelaide","Hawthorn","Home",9724,6,11,14,66.7,0,1,0,3,1,1,0,5,349,2,6,0,83,9,12,21,5,0,1,2,0,1,2,1,1,4,0,0,75,81
"141",2019-03-23,2019,"Round 1","Adelaide Oval","Tom Lynch","Adelaide","Hawthorn","Home",9724,15,4,14,70,3,0,0,2,0,0,0,5,103,2,2,1,92,8,12,20,5,0,0,2,0,0,2,0,2,0,0,0,71,79
"142",2019-03-23,2019,"Round 1","Adelaide Oval","Alex Keath","Adelaide","Hawthorn","Home",9724,13,9,10,50,3,0,0,5,0,0,1,1,373,13,13,0,94,13,7,20,6,0,0,2,0,0,2,1,7,4,1,1,77,70
"143",2019-03-23,2019,"Round 1","Adelaide Oval","Riley Knight","Adelaide","Hawthorn","Home",9724,8,12,14,70,0,0,0,1,0,0,1,3,129,4,2,1,89,8,12,20,3,0,1,3,0,0,1,1,4,0,2,0,72,67
"144",2019-03-23,2019,"Round 1","Adelaide Oval","David MacKay","Adelaide","Hawthorn","Home",9724,6,12,13,68.4,0,0,0,3,0,0,0,1,465,7,6,0,83,13,6,19,2,0,0,1,0,0,1,0,4,6,0,0,61,57
"145",2019-03-23,2019,"Round 1","Adelaide Oval","Daniel Talia","Adelaide","Hawthorn","Home",9724,5,15,16,84.2,0,0,0,9,0,0,0,0,160,2,7,0,90,7,12,19,4,0,0,1,0,0,0,0,1,5,2,0,63,77
"146",2019-03-23,2019,"Round 1","Adelaide Oval","Bryce Gibbs","Adelaide","Hawthorn","Home",9724,6,10,10,62.5,1,0,0,2,0,1,1,2,150,4,3,0,71,10,6,16,3,0,0,7,0,0,1,2,3,0,0,0,79,69
"147",2019-03-23,2019,"Round 1","Adelaide Oval","Richard Douglas","Adelaide","Hawthorn","Home",9724,4,10,7,46.7,0,0,1,0,0,0,1,4,267,3,0,0,71,13,2,15,4,0,2,1,0,0,3,1,2,1,1,1,59,46
"148",2019-03-23,2019,"Round 1","Adelaide Oval","Taylor Walker","Adelaide","Hawthorn","Home",9724,7,7,8,61.5,1,0,0,3,0,0,0,4,194,4,1,1,92,8,5,13,6,0,1,1,0,0,5,0,4,0,0,1,54,50
"149",2019-03-23,2019,"Round 1","Adelaide Oval","Sam Jacobs","Adelaide","Hawthorn","Home",9724,6,6,8,66.7,1,0,0,4,0,2,1,3,152,2,1,0,81,6,6,12,2,0,1,2,31,0,3,3,2,0,0,1,73,86
"150",2019-03-23,2019,"Round 1","Adelaide Oval","Josh Jenkins","Adelaide","Hawthorn","Home",9724,3,9,8,66.7,0,1,1,1,0,0,0,4,219,1,1,1,92,7,5,12,5,0,0,4,4,1,3,0,1,1,2,0,68,54
"151",2019-03-23,2019,"Round 1","Adelaide Oval","Lachlan Murphy","Adelaide","Hawthorn","Home",9724,2,8,6,54.5,0,2,1,0,0,1,0,3,151,4,1,0,76,5,6,11,2,0,0,1,0,2,4,1,1,0,0,0,37,31
"152",2019-03-23,2019,"Round 1","Adelaide Oval","Eddie Betts","Adelaide","Hawthorn","Home",9724,7,5,7,70,0,0,1,2,0,1,2,4,224,1,0,3,87,6,4,10,3,2,0,3,0,0,3,3,1,0,4,1,60,56
"153",2019-03-23,2019,"Round 1","Adelaide Oval","Chayce Jones","Adelaide","Hawthorn","Home",9724,4,6,6,66.7,0,0,1,1,0,0,0,4,75,2,1,0,74,3,6,9,3,1,1,4,0,0,1,0,2,0,0,1,50,53
"154",2019-03-23,2019,"Round 1","Adelaide Oval","Tom Doedee","Adelaide","Hawthorn","Home",9724,3,5,8,100,1,0,0,2,0,0,0,1,110,0,4,0,27,5,3,8,3,0,0,2,0,0,0,0,0,2,0,0,38,56
"155",2019-03-23,2019,"Round 1","Adelaide Oval","James Worpel","Hawthorn","Adelaide","Away",9724,12,14,18,66.7,0,0,0,2,1,3,3,6,402,6,6,0,76,16,11,27,4,2,0,3,0,0,8,6,7,2,1,2,101,110
"156",2019-03-23,2019,"Round 1","Adelaide Oval","James Sicily","Hawthorn","Adelaide","Away",9724,5,15,22,84.6,0,0,0,8,0,0,0,0,901,11,8,0,94,22,4,26,10,0,0,1,0,0,2,0,5,15,1,1,106,100
"157",2019-03-23,2019,"Round 1","Adelaide Oval","Jaeger O'Meara","Hawthorn","Adelaide","Away",9724,9,14,15,62.5,0,0,0,3,1,3,2,6,469,5,1,0,82,18,6,24,3,2,2,5,0,0,5,5,2,1,0,1,106,105
"158",2019-03-23,2019,"Round 1","Adelaide Oval","Liam Shiels","Hawthorn","Adelaide","Away",9724,9,8,10,45.5,0,0,0,1,0,0,4,3,335,3,3,1,82,14,8,22,0,1,1,4,0,0,2,4,10,1,1,3,73,54
"159",2019-03-23,2019,"Round 1","Adelaide Oval","Blake Hardwick","Hawthorn","Adelaide","Away",9724,7,11,18,81.8,1,1,1,3,0,1,0,2,435,6,8,0,86,15,7,22,4,0,0,4,0,1,2,1,3,7,1,0,88,96
"160",2019-03-23,2019,"Round 1","Adelaide Oval","Ricky Henderson","Hawthorn","Adelaide","Away",9724,6,15,14,70,0,0,0,2,0,0,3,0,406,4,2,1,76,13,7,20,7,0,0,4,0,0,5,3,2,1,0,1,87,82
"161",2019-03-23,2019,"Round 1","Adelaide Oval","Isaac Smith","Hawthorn","Adelaide","Away",9724,3,16,12,60,0,0,0,1,1,0,1,1,519,11,2,0,82,17,3,20,5,1,0,3,0,0,4,1,7,6,0,2,84,63
"162",2019-03-23,2019,"Round 1","Adelaide Oval","Jack Gunston","Hawthorn","Adelaide","Away",9724,8,11,13,68.4,1,0,3,5,0,0,0,8,375,2,2,1,81,14,5,19,6,1,4,3,0,0,3,0,1,0,2,0,94,103
"163",2019-03-23,2019,"Round 1","Adelaide Oval","Ben McEvoy","Hawthorn","Adelaide","Away",9724,10,9,14,77.8,5,0,2,5,0,2,0,6,130,2,4,0,75,6,12,18,8,2,0,0,23,0,0,2,3,2,0,0,101,102
"164",2019-03-23,2019,"Round 1","Adelaide Oval","James Cousins","Hawthorn","Adelaide","Away",9724,3,15,9,50,0,0,0,2,0,0,0,4,359,4,3,1,79,14,4,18,4,2,0,6,0,0,3,0,4,1,0,0,98,72
"165",2019-03-23,2019,"Round 1","Adelaide Oval","Jarman Impey","Hawthorn","Adelaide","Away",9724,9,7,13,76.5,2,0,0,1,0,0,0,3,283,6,13,1,76,11,6,17,6,0,0,2,0,0,3,0,2,4,1,1,69,72
"166",2019-03-23,2019,"Round 1","Adelaide Oval","Harry Morrison","Hawthorn","Adelaide","Away",9724,8,9,13,76.5,0,0,0,1,0,0,0,3,187,5,4,0,76,7,10,17,1,0,0,6,0,0,3,0,4,0,0,1,65,64
"167",2019-03-23,2019,"Round 1","Adelaide Oval","Jarryd Roughead","Hawthorn","Adelaide","Away",9724,9,7,9,56.2,1,1,2,1,1,0,2,8,117,2,1,2,82,5,11,16,3,0,3,3,1,1,0,2,5,0,0,0,62,57
"168",2019-03-23,2019,"Round 1","Adelaide Oval","David Mirra","Hawthorn","Adelaide","Away",9724,6,13,14,87.5,0,0,0,5,0,0,0,1,281,3,8,0,87,10,6,16,7,0,0,4,0,0,1,0,3,4,0,1,76,85
"169",2019-03-23,2019,"Round 1","Adelaide Oval","Benjamin Stratton","Hawthorn","Adelaide","Away",9724,5,9,8,53.3,0,0,0,2,0,0,1,0,134,1,9,0,91,10,5,15,5,0,0,1,0,0,0,1,3,1,0,2,53,41
"170",2019-03-23,2019,"Round 1","Adelaide Oval","Shaun Burgoyne","Hawthorn","Adelaide","Away",9724,6,5,8,66.7,0,1,1,4,0,1,0,5,273,4,2,2,77,7,5,12,2,0,2,3,0,1,4,1,2,0,0,2,45,50
"171",2019-03-23,2019,"Round 1","Adelaide Oval","Luke Breust","Hawthorn","Adelaide","Away",9724,5,7,10,83.3,0,3,0,2,1,0,0,6,186,1,3,3,88,5,7,12,1,1,0,3,0,3,2,0,3,0,1,1,48,72
"172",2019-03-23,2019,"Round 1","Adelaide Oval","Jack Scrimshaw","Hawthorn","Adelaide","Away",9724,8,3,7,63.6,1,0,0,2,0,0,1,0,207,3,8,0,70,7,4,11,2,0,0,5,0,0,1,1,3,0,1,1,53,56
"173",2019-03-23,2019,"Round 1","Adelaide Oval","Conor Nash","Hawthorn","Adelaide","Away",9724,6,5,7,70,0,3,0,2,0,0,1,5,84,2,1,3,88,2,8,10,1,0,1,5,0,3,2,1,1,0,0,0,46,75
"174",2019-03-23,2019,"Round 1","Adelaide Oval","James Frawley","Hawthorn","Adelaide","Away",9724,5,4,4,44.4,0,0,0,9,0,0,0,0,106,3,5,0,96,6,3,9,1,0,0,2,0,0,0,0,1,1,1,0,36,43
"175",2019-03-23,2019,"Round 1","Adelaide Oval","Paul Puopolo","Hawthorn","Adelaide","Away",9724,7,3,8,88.9,0,0,0,3,1,0,1,1,100,2,2,4,87,2,7,9,0,0,0,5,0,0,2,1,1,1,0,1,37,57
"176",2019-03-23,2019,"Round 1","Adelaide Oval","Jonathon Ceglar","Hawthorn","Adelaide","Away",9724,8,2,6,75,1,0,0,12,0,0,1,2,121,0,1,0,68,4,4,8,1,0,0,2,16,0,3,1,0,2,1,0,48,81
"177",2019-03-23,2019,"Round 1","Marvel Stadium","Jackson Macrae","Western Bulldogs","Sydney","Home",9725,15,17,22,68.8,1,1,0,2,0,0,4,5,521,7,5,0,93,15,17,32,5,0,0,3,0,1,5,4,3,3,1,0,107,132
"178",2019-03-23,2019,"Round 1","Marvel Stadium","Marcus Bontempelli","Western Bulldogs","Sydney","Home",9725,9,21,21,72.4,0,1,2,4,0,2,2,9,640,4,2,3,83,17,12,29,5,1,2,7,0,1,6,4,1,1,2,0,128,158
"179",2019-03-23,2019,"Round 1","Marvel Stadium","Thomas Liberatore","Western Bulldogs","Sydney","Home",9725,13,13,17,60.7,0,1,0,0,0,5,3,6,594,2,3,0,78,18,10,28,1,0,2,3,0,1,8,8,4,2,2,2,87,75
"180",2019-03-23,2019,"Round 1","Marvel Stadium","Mitchell Wallis","Western Bulldogs","Sydney","Home",9725,10,20,21,80.8,0,0,0,3,0,0,4,7,184,2,3,1,83,10,16,26,4,0,1,4,0,0,3,4,3,1,2,3,84,96
"181",2019-03-23,2019,"Round 1","Marvel Stadium","Lachlan Hunter","Western Bulldogs","Sydney","Home",9725,10,14,18,69.2,0,0,0,2,2,1,3,7,246,3,7,0,93,10,16,26,5,0,1,8,0,0,4,4,2,1,2,0,112,104
"182",2019-03-23,2019,"Round 1","Marvel Stadium","Matthew Suckling","Western Bulldogs","Sydney","Home",9725,9,8,17,77.3,1,0,0,0,0,0,1,3,474,4,9,0,82,16,6,22,5,0,0,1,0,0,3,1,2,8,0,0,79,85
"183",2019-03-23,2019,"Round 1","Marvel Stadium","Sam Lloyd","Western Bulldogs","Sydney","Home",9725,9,12,16,72.7,0,0,0,1,0,0,2,8,341,4,2,0,75,12,10,22,2,2,1,3,0,0,3,2,4,0,1,2,82,96
"184",2019-03-23,2019,"Round 1","Marvel Stadium","Toby McLean","Western Bulldogs","Sydney","Home",9725,10,13,18,81.8,1,1,1,2,0,0,2,6,323,6,4,1,83,11,11,22,4,0,0,3,0,1,5,2,5,0,2,3,72,95
"185",2019-03-23,2019,"Round 1","Marvel Stadium","Caleb Daniel","Western Bulldogs","Sydney","Home",9725,4,12,16,80,0,0,0,3,1,0,1,1,348,3,3,0,86,12,8,20,1,0,0,5,0,0,3,1,2,5,0,0,75,104
"186",2019-03-23,2019,"Round 1","Marvel Stadium","Josh Dunkley","Western Bulldogs","Sydney","Home",9725,8,14,14,70,0,1,0,5,0,0,1,7,230,3,4,1,83,9,11,20,0,0,1,7,0,1,5,1,0,0,1,0,79,98
"187",2019-03-23,2019,"Round 1","Marvel Stadium","Taylor Duryea","Western Bulldogs","Sydney","Home",9725,3,11,8,53.3,0,0,0,3,0,0,0,4,330,3,6,0,72,11,4,15,1,1,0,1,0,0,2,0,2,0,0,1,51,62
"188",2019-03-23,2019,"Round 1","Marvel Stadium","Aaron Naughton","Western Bulldogs","Sydney","Home",9725,8,6,6,40,3,0,5,2,0,0,0,8,302,5,2,0,80,11,4,15,6,3,2,1,0,0,3,0,3,1,2,2,79,90
"189",2019-03-23,2019,"Round 1","Marvel Stadium","Zaine Cordy","Western Bulldogs","Sydney","Home",9725,4,9,10,76.9,0,0,0,5,1,0,0,1,147,2,7,0,95,7,6,13,3,0,0,0,0,0,1,0,4,1,0,1,39,54
"190",2019-03-23,2019,"Round 1","Marvel Stadium","Bailey Williams","Western Bulldogs","Sydney","Home",9725,1,10,7,58.3,0,0,0,2,1,0,0,2,383,5,2,0,86,11,1,12,4,0,0,1,0,0,1,0,3,7,0,1,48,40
"191",2019-03-23,2019,"Round 1","Marvel Stadium","Ed Richards","Western Bulldogs","Sydney","Home",9725,8,3,10,83.3,0,0,0,0,1,0,2,2,241,2,3,0,71,6,6,12,1,1,0,0,0,0,4,2,2,1,1,0,40,51
"192",2019-03-23,2019,"Round 1","Marvel Stadium","Tory Dickson","Western Bulldogs","Sydney","Home",9725,4,6,6,54.5,0,1,2,0,0,1,1,4,176,4,2,1,69,9,2,11,4,0,1,3,0,1,2,2,2,1,0,0,56,36
"193",2019-03-23,2019,"Round 1","Marvel Stadium","Billy Gowers","Western Bulldogs","Sydney","Home",9725,4,9,5,45.5,1,0,4,2,0,0,1,7,311,1,0,0,76,10,1,11,4,2,2,2,0,0,1,1,1,0,1,0,67,61
"194",2019-03-23,2019,"Round 1","Marvel Stadium","Josh Schache","Western Bulldogs","Sydney","Home",9725,8,1,7,70,0,0,0,1,0,0,1,4,82,1,2,1,72,4,6,10,0,1,1,1,1,0,2,1,3,0,2,0,38,45
"195",2019-03-23,2019,"Round 1","Marvel Stadium","Timothy English","Western Bulldogs","Sydney","Home",9725,7,2,6,75,0,0,0,5,0,2,1,5,177,3,0,1,83,5,3,8,1,0,0,7,19,0,3,3,3,0,1,2,66,61
"196",2019-03-23,2019,"Round 1","Marvel Stadium","Bailey Smith","Western Bulldogs","Sydney","Home",9725,3,6,5,62.5,0,0,0,0,0,0,1,4,166,1,1,2,77,4,4,8,1,0,0,4,0,0,3,1,1,0,0,1,36,33
"197",2019-03-23,2019,"Round 1","Marvel Stadium","Hayden Crozier","Western Bulldogs","Sydney","Home",9725,3,3,7,100,0,0,0,3,0,0,0,2,116,2,4,0,85,4,3,7,2,0,0,1,0,0,0,0,2,2,1,2,23,42
"198",2019-03-23,2019,"Round 1","Marvel Stadium","Easton Wood","Western Bulldogs","Sydney","Home",9725,1,3,4,80,0,0,0,5,0,0,0,0,109,3,3,0,93,5,0,5,3,0,0,1,0,0,1,0,4,3,1,2,23,16
"199",2019-03-23,2019,"Round 1","Marvel Stadium","Jake Lloyd","Sydney","Western Bulldogs","Away",9725,4,28,30,85.7,0,0,0,7,0,0,1,7,630,7,4,0,93,24,11,35,10,0,0,1,0,0,2,1,3,9,1,1,126,131
"200",2019-03-23,2019,"Round 1","Marvel Stadium","Zak Jones","Sydney","Western Bulldogs","Away",9725,5,19,14,58.3,0,0,0,0,0,0,2,9,541,7,3,0,84,16,8,24,5,0,2,4,0,0,6,2,4,2,0,1,94,85
"201",2019-03-23,2019,"Round 1","Marvel Stadium","Harry Cunningham","Sydney","Western Bulldogs","Away",9725,7,14,21,91.3,0,0,0,0,0,0,1,2,399,3,6,0,85,13,10,23,6,0,0,1,0,0,3,1,2,4,1,0,82,91
"202",2019-03-23,2019,"Round 1","Marvel Stadium","Jarrad McVeigh","Sydney","Western Bulldogs","Away",9725,5,10,21,95.5,0,1,0,6,0,1,2,5,282,1,3,0,85,10,12,22,1,0,0,0,0,1,2,3,0,7,0,0,57,85
"203",2019-03-23,2019,"Round 1","Marvel Stadium","Josh P. Kennedy","Sydney","Western Bulldogs","Away",9725,10,9,12,54.5,0,1,0,0,0,4,3,8,412,4,4,0,80,13,9,22,3,0,3,7,0,1,2,7,3,3,1,1,95,94
"204",2019-03-23,2019,"Round 1","Marvel Stadium","Luke Parker","Sydney","Western Bulldogs","Away",9725,11,11,15,68.2,0,0,1,4,0,4,2,6,155,3,4,1,86,12,10,22,3,0,0,7,0,0,1,6,5,2,1,0,94,86
"205",2019-03-23,2019,"Round 1","Marvel Stadium","George Hewett","Sydney","Western Bulldogs","Away",9725,9,14,16,76.2,1,0,0,2,0,0,1,6,351,5,3,0,82,13,8,21,2,0,0,2,0,0,2,1,2,4,4,1,70,88
"206",2019-03-23,2019,"Round 1","Marvel Stadium","Callum Mills","Sydney","Western Bulldogs","Away",9725,8,10,16,80,1,1,0,0,0,0,1,3,313,3,10,0,87,11,9,20,3,1,0,2,0,1,3,1,4,4,2,1,73,79
"207",2019-03-23,2019,"Round 1","Marvel Stadium","Isaac Heeney","Sydney","Western Bulldogs","Away",9725,7,13,15,78.9,2,1,2,0,0,0,2,7,114,5,1,0,84,6,13,19,5,2,0,5,0,1,2,2,5,0,0,2,85,85
"208",2019-03-23,2019,"Round 1","Marvel Stadium","Tom Papley","Sydney","Western Bulldogs","Away",9725,6,14,15,78.9,0,0,2,4,1,0,2,5,308,4,1,0,81,11,8,19,6,1,0,6,0,0,3,2,6,0,1,2,92,90
"209",2019-03-23,2019,"Round 1","Marvel Stadium","Dane Rampe","Sydney","Western Bulldogs","Away",9725,3,11,16,94.1,0,0,0,3,0,0,0,2,575,3,4,0,91,12,5,17,4,0,0,7,0,0,0,0,1,9,1,1,84,87
"210",2019-03-23,2019,"Round 1","Marvel Stadium","Ryan Clarke","Sydney","Western Bulldogs","Away",9725,6,11,14,82.4,0,0,0,0,0,0,2,5,164,3,1,0,70,4,13,17,2,0,0,3,0,0,2,2,2,0,1,2,51,63
"211",2019-03-23,2019,"Round 1","Marvel Stadium","Aliir Aliir","Sydney","Western Bulldogs","Away",9725,6,8,12,80,2,0,0,3,0,0,0,1,308,4,9,0,80,9,6,15,4,0,0,1,2,0,1,0,0,3,1,0,58,83
"212",2019-03-23,2019,"Round 1","Marvel Stadium","Jordan Dawson","Sydney","Western Bulldogs","Away",9725,8,7,8,57.1,0,0,0,3,0,0,0,2,54,3,1,1,75,4,10,14,2,0,0,2,0,0,1,0,6,1,0,1,43,41
"213",2019-03-23,2019,"Round 1","Marvel Stadium","Oliver Florent","Sydney","Western Bulldogs","Away",9725,5,8,10,76.9,0,0,0,1,0,0,2,2,180,4,2,0,74,6,7,13,4,0,0,2,0,0,2,2,0,1,0,0,52,70
"214",2019-03-23,2019,"Round 1","Marvel Stadium","Heath Grundy","Sydney","Western Bulldogs","Away",9725,6,6,8,72.7,0,0,0,4,0,1,1,2,153,4,4,0,70,7,4,11,3,0,0,2,3,0,1,2,3,2,2,1,48,55
"215",2019-03-23,2019,"Round 1","Marvel Stadium","Callum Sinclair","Sydney","Western Bulldogs","Away",9725,3,10,9,81.8,0,0,0,3,0,0,0,2,90,3,3,0,84,6,5,11,6,0,0,5,44,0,2,0,3,0,1,2,105,99
"216",2019-03-23,2019,"Round 1","Marvel Stadium","Sam Reid","Sydney","Western Bulldogs","Away",9725,3,7,9,90,1,1,4,2,0,0,0,7,251,1,0,0,85,7,3,10,7,2,1,0,0,1,5,0,1,0,1,0,62,54
"217",2019-03-23,2019,"Round 1","Marvel Stadium","Nick Blakey","Sydney","Western Bulldogs","Away",9725,4,6,7,70,0,1,0,0,0,0,0,4,180,0,0,1,77,6,4,10,1,1,1,1,0,1,2,0,2,0,2,0,42,46
"218",2019-03-23,2019,"Round 1","Marvel Stadium","Will Hayward","Sydney","Western Bulldogs","Away",9725,3,6,4,44.4,0,1,2,1,0,0,0,4,238,3,2,1,85,6,3,9,3,1,1,6,0,1,4,0,2,0,1,1,62,47
"219",2019-03-23,2019,"Round 1","Marvel Stadium","Lewis Melican","Sydney","Western Bulldogs","Away",9725,2,5,7,87.5,0,0,0,10,0,0,0,3,132,2,5,0,83,5,3,8,3,0,0,4,0,0,0,0,5,5,0,4,34,53
"220",2019-03-23,2019,"Round 1","Marvel Stadium","Lance Franklin","Sydney","Western Bulldogs","Away",9725,4,3,4,57.1,3,1,4,0,0,0,0,5,145,2,1,1,80,6,1,7,5,1,2,2,0,1,1,0,2,0,1,1,49,55
"221",2019-03-23,2019,"Round 1","Gabba","Lachie Neale","Brisbane","West Coast","Home",9726,14,14,25,86.2,0,0,0,1,0,2,3,5,232,4,6,0,87,11,18,29,2,1,1,2,0,0,1,5,1,2,1,0,91,127
"222",2019-03-23,2019,"Round 1","Gabba","Jarryd Lyons","Brisbane","West Coast","Home",9726,8,17,14,53.8,0,1,0,2,0,2,2,7,463,3,0,2,84,15,11,26,1,0,0,7,0,1,5,4,5,1,1,1,96,92
"223",2019-03-23,2019,"Round 1","Gabba","Rhys Mathieson","Brisbane","West Coast","Home",9726,12,14,18,72,0,0,0,0,0,2,3,5,416,6,1,1,75,12,13,25,2,1,0,3,0,0,3,5,4,0,0,2,80,95
"224",2019-03-23,2019,"Round 1","Gabba","Jarrod Berry","Brisbane","West Coast","Home",9726,10,15,21,84,0,2,0,2,0,3,2,7,297,5,5,0,75,10,15,25,4,0,1,4,0,2,4,5,2,1,2,1,88,115
"225",2019-03-23,2019,"Round 1","Gabba","Alex Witherden","Brisbane","West Coast","Home",9726,5,17,23,92,0,0,0,4,0,0,1,4,384,0,3,0,86,16,9,25,7,0,0,0,0,0,2,1,3,3,2,2,83,97
"226",2019-03-23,2019,"Round 1","Gabba","Daniel Rich","Brisbane","West Coast","Home",9726,3,18,18,78.3,0,0,0,4,0,0,0,3,517,4,5,0,87,21,2,23,8,1,0,1,0,0,1,0,1,4,0,0,101,97
"227",2019-03-23,2019,"Round 1","Gabba","Luke Hodge","Brisbane","West Coast","Home",9726,7,10,19,95,0,0,0,3,0,0,2,2,238,4,7,0,91,13,7,20,6,0,0,1,0,0,0,2,5,8,1,2,70,73
"228",2019-03-23,2019,"Round 1","Gabba","Dayne Zorko","Brisbane","West Coast","Home",9726,13,10,14,70,0,2,0,2,1,0,4,12,498,4,3,3,86,15,5,20,2,1,1,8,0,2,9,4,5,0,3,3,94,112
